{0,1,2,2,2,2,2,3,3,2,2,2,4,5,6,7,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2},
{0,17,18,19,18,19,18,19,18,19,18,19,20,21,22,23,24,18,19,18,18,19,18,19,18,19,18,19,18,19,18,19},
{0,33,2,2,2,34,2,2,35,2,3,2,36,37,38,39,40,2,2,2,35,2,3,2,2,34,2,2,35,2,3,2},
{0,45,18,19,18,19,19,18,19,18,19,18,46,47,48,49,19,18,19,18,19,18,19,18,18,19,19,18,19,18,19,18},
{0,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59},
{0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{0,58,59,62,64,65,66,67,68,69,70,71,64,65,66,67,68,69,70,71,64,65,66,67,68,69,70,71,70,72,73,71},
{0,61,59,62,78,79,80,81,82,83,84,85,78,79,80,81,82,83,84,85,78,79,80,81,82,83,84,85,84,86,87,85},
{0,58,59,62,92,93,94,95,96,97,98,99,92,93,94,95,96,97,98,99,92,93,94,95,96,97,98,99,98,100,101,99},
{0,61,59,62,103,104,105,106,107,108,109,110,103,104,105,106,107,108,109,110,103,104,105,106,107,108,109,110,109,111,112,110},
{0,58,59,62,113,114,115,116,117,118,59,59,113,114,115,116,117,118,59,59,113,114,115,116,117,118,59,59,70,72,73,71},
{0,61,59,62,125,126,127,128,129,130,59,62,125,126,127,128,129,130,59,62,125,126,127,128,129,130,59,62,84,86,87,85},
{0,58,59,62,136,137,138,139,140,141,59,62,136,137,138,139,140,141,59,62,136,137,138,139,140,141,59,62,98,100,101,99},
{0,61,59,62,62,146,59,59,59,59,59,62,62,146,59,59,59,59,59,62,62,146,59,59,59,59,59,62,109,111,112,110},
{0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,146,59,59,59},
{0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{158,159,159,159,160,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{159,159,159,160,0,165,62,62,64,65,66,67,68,69,70,71,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,2,2,0,0,167,62,62,78,79,80,81,82,83,84,85,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,2,2,0,0,169,62,62,92,93,94,95,96,97,98,99,102,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,35,2,0,0,171,62,62,103,104,105,106,107,108,109,110,59,62,62,62,62,62,163,159,159,159,159,159,159,159,159,159},
