159,159,159,160,0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,60,12,163,159,159,159
2,2,2,0,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,12,12,3,2,2
2,2,2,0,0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,60,12,12,2,2,2
2,35,2,0,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,12,12,2,2,2
2,2,2,0,0,58,59,62,70,72,73,71,70,72,73,71,70,72,73,71,70,72,73,71,62,62,60,12,12,2,2,2
2,3,2,0,0,61,59,62,84,86,87,85,84,86,87,85,84,86,87,85,84,86,87,85,62,62,63,12,12,34,2,2
2,2,2,0,0,58,59,62,98,100,101,99,98,100,101,99,98,100,101,99,98,100,101,99,102,62,60,12,12,2,2,3
159,159,159,207,0,61,59,62,109,111,112,110,109,111,112,110,109,111,112,110,109,111,112,110,59,62,63,12,208,159,159,159
159,159,159,160,0,58,59,62,146,59,59,59,70,72,73,71,70,72,73,71,59,59,59,59,59,62,220,2,2,2,2,3
2,2,2,0,0,61,59,62,62,62,62,62,84,86,87,85,84,86,87,85,59,62,62,62,62,62,225,18,18,19,18,19
2,2,2,0,0,58,59,62,62,62,62,62,98,100,101,99,98,100,101,99,59,62,62,62,62,62,232,2,2,34,2,2
2,35,2,0,0,61,59,62,62,62,62,62,109,111,112,110,109,111,112,110,59,62,62,62,62,62,234,19,18,19,19,18
2,2,2,0,0,58,59,62,62,62,62,62,146,59,59,59,59,59,59,59,59,62,62,62,62,62,146,59,59,59,59,59
2,3,2,0,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
2,2,2,0,0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
159,159,159,207,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
0,1,2,2,2,219,59,62,70,72,73,71,70,72,73,71,70,72,73,71,70,72,73,71,62,62,62,62,62,62,62,62
0,17,18,19,19,224,59,62,84,86,87,85,84,86,87,85,84,86,87,85,84,86,87,85,62,62,62,62,62,62,62,62
0,33,2,2,2,231,59,62,98,100,101,99,98,100,101,99,98,100,101,99,98,100,101,99,102,62,62,62,62,62,62,62
0,45,18,19,18,233,59,62,109,111,112,110,109,111,112,110,109,111,112,110,109,111,112,110,59,62,62,163,159,159,159,159
0,58,59,59,59,59,59,62,146,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,62,166,12,163,159,159,159
0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,168,12,12,3,2,2
0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,170,12,12,2,2,2
0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,175,12,12,2,2,2
