{-1,323,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,323,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,323,323,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,323,323,323,323,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{-1,323,-1,-1,323,-1,-1,323,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,323,-1},
{323,323,-1,-1,326,326,326,326,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,330,330,330,330,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,327,327,327,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,-1},
{323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,-1},
