{176,177,177,177,177,177,177,178,179,180,181,181,181,181,181,182,182,181,181,181,181,181,181,182,183,184,185,186,182,181,181,181},
{188,182,181,181,181,181,181,179,179,189,190,191,190,191,190,191,190,191,190,191,190,191,190,191,192,193,194,195,190,191,190,191},
{188,181,181,181,181,181,181,179,179,199,181,181,181,197,181,181,200,181,182,181,181,197,181,181,201,202,203,195,200,181,182,181},
{188,181,181,181,181,200,181,179,179,209,190,191,190,191,191,190,191,190,191,190,190,191,191,190,210,211,212,213,191,190,191,190},
{188,181,181,181,181,181,181,179,179,221,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222},
{188,197,181,181,181,182,181,179,179,226,222,227,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228},
{188,181,181,182,181,181,181,179,179,221,222,228,228,227,228,229,228,227,228,229,228,227,228,229,228,227,228,229,228,227,228,229},
{215,177,177,177,177,177,177,216,179,226,222,229,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228},
{179,180,181,181,183,184,185,186,181,235,222,228,229,228,228,229,229,228,228,229,229,228,228,229,229,228,228,229,229,228,228,229},
{179,189,190,191,192,193,194,195,191,238,222,227,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228},
{179,199,181,181,201,202,203,195,181,241,222,228,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227},
{179,209,190,191,210,211,212,213,190,246,222,229,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228},
{179,221,222,222,222,222,222,222,222,222,222,228,229,228,228,229,229,228,228,229,229,228,228,229,229,228,228,229,229,228,228,229},
{179,226,222,227,228,228,228,228,229,228,228,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228},
{179,221,222,228,228,227,228,229,228,227,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227,228,228,227,227},
{179,226,222,229,228,227,228,228,229,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228},
{179,221,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,259,260},
{179,226,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,266,260},
{179,221,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,266,260},
{179,226,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,266,260},
{179,221,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,266,260},
{179,226,222,227,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,227,227,266,260},
{179,221,222,228,228,227,228,229,228,227,228,229,228,227,228,229,228,227,228,229,228,227,228,229,228,227,228,229,228,228,266,260},
{179,226,222,229,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,228,227,228,228,229,229,266,260},
