{2,2,2,0,0,1,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2},
{2,3,2,0,0,17,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19,18,19},
{2,2,2,0,0,33,2,2,35,2,3,2,2,34,2,2,35,2,3,2,2,34,2,2,2,34,2,2,35,2,3,2},
{159,159,159,207,0,45,18,19,19,18,19,18,18,19,19,18,19,18,19,18,18,19,19,18,18,19,19,18,19,18,19,18},
{159,159,159,160,0,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59},
{2,2,2,0,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,2,2,0,0,58,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,35,2,0,0,61,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{2,2,2,0,0,58,59,62,64,65,66,67,68,69,70,71,62,62,62,62,64,65,66,67,68,69,70,71,62,62,62,62},
{2,3,2,0,0,61,59,62,78,79,80,81,82,83,84,85,62,62,62,62,78,79,80,81,82,83,84,85,62,62,62,62},
{2,2,2,0,0,58,59,62,92,93,94,95,96,97,98,99,102,62,62,62,92,93,94,95,96,97,98,99,102,62,62,62},
{159,159,159,207,0,61,59,62,103,104,105,106,107,108,109,110,59,62,62,62,103,104,105,106,107,108,109,110,59,62,62,62},
{3,2,2,2,2,219,59,62,113,114,115,116,117,118,59,59,59,62,62,62,113,114,115,116,117,118,59,59,59,62,62,62},
{18,19,18,19,19,224,59,62,125,126,127,128,129,130,59,62,62,62,62,62,125,126,127,128,129,130,59,62,62,62,62,62},
{35,2,3,2,2,231,59,62,136,137,138,139,140,141,59,62,62,62,62,62,136,137,138,139,140,141,59,62,62,62,62,62},
{19,18,19,18,18,233,59,62,62,146,59,59,59,59,59,62,62,62,62,62,62,146,59,59,59,59,59,62,62,62,62,62},
{59,59,59,59,59,59,59,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62},
{62,62,62,62,70,72,73,71,70,72,73,71,70,72,73,71,70,72,73,71,70,72,73,71,70,72,73,71,62,62,62,62},
{62,62,62,62,84,86,87,85,84,86,87,85,84,86,87,85,84,86,87,85,84,86,87,85,84,86,87,85,102,62,62,62},
{62,62,62,62,98,100,101,99,98,100,101,99,98,100,101,99,98,100,101,99,98,100,101,99,98,100,101,99,59,62,62,62},
{159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159},
